"[Info]"
"Product";"Version";"Host";"Timestamp";"Author";"Connection";"Application"
"FngArchiv";"5.0.0";"CTPC06603";"2020-10-30 11:10:18";Manager;"CTPC06603";"Control"
"AdysTech.InfluxDB.Client.Net";"0.6.9.0"
2020-10-29 07:00:40;1.88183595805324;1899-12-31 19:58:03;"";"";"";"";"";17.3846168299675;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.895;24.166;"";"";"";"";"";"";"";"";"";"";-0.171254068613052;"";"";308.153246597779;"";"";267.684006242896;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:01:10;1.88218334755208;1899-12-31 19:58:33;"";"";"";"";30;17.275621432209;12.1327551641464;12.0000002975464;12;6.0000005364418;6;0;0;6.0000005364418;6;"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.08404541016;1000;"";24.095;"";"";"";"";0;8.8154468536377;8.80000019073486;"";"";"";-0.532723069190979;30.0014762878418;30;"";2908.84354305267;"";"";15.6250486373901;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-29 07:01:40;1.88253073705093;1899-12-31 19:59:03;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.066;"";"";"";"";"";"";"";"";"";"";-0.1164176389575;"";"";"";"";45.2184944152832;"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:02:10;1.88287812654977;1899-12-31 19:59:33;"";"";"";82.3847503662109;"";17.5481084647179;"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.079;"";"";"";"";"";"";"";"";"";"";-0.303156048059464;"";"";308.302538873294;"";"";267.833298518411;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:02:40;1.88322551604861;1899-12-31 20:00:03;17300;"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.082;"";"";"";"";"";"";"";"";"";"";-0.414871126413345;"";"";308.353160966821;"";"";267.883920611937;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:03:10;1.88357579444213;1899-12-31 20:00:34;"";"";0;"";"";17.275621432209;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";24.045;"";"";"";"";"";"";"";0;0;0;"";"";"";"";"";"";"";"";0;0;0;0;0;"";0;0;0;"";""
2020-10-29 07:03:40;1.88392318394097;1899-12-31 20:01:04;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.109;"";"";"";"";"";"";"";"";"";"";-0.47729104757309;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:04:10;1.88427057343981;1899-12-31 20:01:34;"";4070;"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.245;"";"";"";"";"";"";"";"";"";"";-0.106043204665184;"";"";308.503311243913;"";"";268.03407088903;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:04:40;1.88461796293981;1899-12-31 20:02:04;"";"";"";"";"";17.3846168299675;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.006;"";"";"";"";"";"";"";"";"";"";-0.394387811422348;"";"";308.553075335862;"";"";268.083834980979;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:05:10;1.88496535243866;1899-12-31 20:02:34;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.884;23.862;"";"";"";"";"";"";"";"";"";"";-0.37961882352829;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:05:40;1.8853127419375;1899-12-31 20:03:04;"";"";"";"";30;17.4118649484634;12.1327551641464;12.0000002975464;12;6.0000005364418;6;0;0;6.0000005364418;6;"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";999.952697753906;1000;"";23.947;"";"";"";"";0;8.81038093566895;8.80000019073486;"";"";"";-0.512015581130981;30.0014762878418;30;"";2908.84354305267;"";"";15.6250486373901;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-29 07:06:10;1.88566013143634;1899-12-31 20:03:34;"";"";"";"";"";17.3573672495842;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.054;"";"";"";"";"";"";"";"";"";"";-0.468660652637482;"";"";308.703225612954;"";45.2184944152832;268.233985258071;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:06:40;1.88600752093519;1899-12-31 20:04:04;"";"";"";82.6199340820313;"";17.275621432209;"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.112;"";"";"";"";"";"";"";"";"";"";-0.602410018444061;"";"";308.753847706314;"";"";268.284607351431;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:07:10;1.88635491043403;1899-12-31 20:04:34;17300;"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.018;"";"";"";"";"";"";"";"";"";"";-0.461401432752609;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:07:40;1.88670229993403;1899-12-31 20:05:04;"";"";0;"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";24.08;"";"";"";"";"";"";"";0;0;0;-0.492342442274094;"";"";308.853375890046;"";"";268.384135535163;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-29 07:08:10;1.88704968943287;1899-12-31 20:05:34;"";"";"";"";"";17.275621432209;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.161;"";"";"";"";"";"";"";"";"";"";-0.366422176361084;"";"";308.903997983573;"";"";268.434757628689;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:08:40;1.88739707893171;1899-12-31 20:06:04;"";4070;"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.158;"";"";"";"";"";"";"";"";"";"";-0.427821278572083;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:09:10;1.88774446843056;1899-12-31 20:06:34;"";"";"";"";"";17.3846168299675;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.067;"";"";"";"";"";"";"";"";"";"";-0.206653594970703;"";"";309.003526167305;"";"";268.534285812422;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:09:40;1.8880918579294;1899-12-31 20:07:04;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.89;24.03;"";"";"";"";"";"";"";"";"";"";-0.509000837802887;"";"";309.054148260665;"";"";268.584907905782;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:10:10;1.8884392474294;1899-12-31 20:07:34;"";"";"";"";30;17.4118649484634;12.1327551641464;12.0000002975464;12;6.0000005364418;6;0;0;6.0000005364418;6;"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";999.946716308594;1000;"";24.049;"";"";"";"";0;8.81406593322754;8.80000019073486;"";"";"";-0.144033461809158;29.9953231811523;30;"";2908.84354305267;"";"";15.6250486373901;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-29 07:10:40;1.88878663692824;1899-12-31 20:08:04;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";23.996;"";"";"";"";"";"";"";"";"";"";-0.515061855316162;"";"";"";"";45.2184944152832;"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:11:10;1.88913402642708;1899-12-31 20:08:34;"";"";"";82.4435424804688;"";17.5481084647179;"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.081;"";"";"";"";"";"";"";"";"";"";-0.335785508155823;"";"";309.20344053618;"";"";268.734200181297;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:11:40;1.88948141592593;1899-12-31 20:09:04;17300;"";"";"";"";17.3846168299675;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.087;"";"";"";"";"";"";"";"";"";"";-0.617525458335876;"";"";309.254062629706;"";"";268.784822274823;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:12:10;1.88983097209491;1899-12-31 20:09:34;"";"";0;"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";23.948;"";"";"";"";"";"";"";0;0;0;-0.387726575136185;"";"";"";"";"";"";"";0;0;0;0;0;"";0;0;0;"";""
2020-10-29 07:12:40;1.89017836159491;1899-12-31 20:10:04;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.022;"";"";"";"";"";"";"";"";"";"";-0.753090679645538;"";"";309.354448815016;"";"";268.885208460132;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:13:10;1.89052575109375;1899-12-31 20:10:34;"";4070;"";"";"";17.3846168299675;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.036;"";"";"";"";"";"";"";"";"";"";-0.561761498451233;"";"";309.404212906798;"";"";268.934972551915;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:13:40;1.89087314059259;1899-12-31 20:11:04;"";"";"";"";"";17.3846168299675;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.079;"";"";"";"";"";"";"";"";"";"";-0.459660857915878;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:14:10;1.89122053009144;1899-12-31 20:11:34;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.895;24.159;"";"";"";"";"";"";"";"";"";"";"";"";"";309.504599092108;"";"";269.035358737224;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:14:40;1.89156791959028;1899-12-31 20:12:04;"";"";"";"";30;17.4118649484634;12.1327551641464;12.0000002975464;12;6.0000005364418;6;0;0;6.0000005364418;6;"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.03338623047;1000;"";24.073;"";"";"";"";0;8.80992031097412;8.80000019073486;"";"";"";"";30.0014762878418;30;309.554363184057;2908.84354305267;"";269.085122829174;15.6250486373901;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-29 07:15:10;1.89191530909028;1899-12-31 20:12:34;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";23.896;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";45.2184944152832;"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:15:40;1.89226269858912;1899-12-31 20:13:04;"";"";"";82.6316909790039;"";17.4118649484634;"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.113;"";"";"";"";"";"";"";"";"";"";"";"";"";309.6547493692;"";"";269.185509014316;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:16:10;1.89261008808796;1899-12-31 20:13:34;17300;"";"";"";"";17.3028710125923;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.064;"";"";"";"";"";"";"";"";"";"";"";"";"";309.704513461149;"";"";269.235273106266;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:16:40;1.89295747758681;1899-12-31 20:14:04;"";"";0;"";"";17.275621432209;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";24.094;"";"";"";"";"";"";"";0;0;0;"";"";"";"";"";"";"";"";0;0;0;0;0;"";0;0;0;"";""
2020-10-29 07:17:10;1.89330486708565;1899-12-31 20:14:34;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.084;"";"";"";"";"";"";"";"";"";"";-0.382947564125061;"";"";309.804041644882;"";"";269.334801289998;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:17:41;1.89365225658449;1899-12-31 20:15:04;17300;4070;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.092;"";"";"";"";"";"";"";"";"";"";-0.263090938329697;"";"";309.854663738241;"";"";269.385423383358;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:18:11;1.89399964608449;1899-12-31 20:15:34;17295;"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.187;"";"";"";"";"";"";"";"";"";"";-0.321212410926819;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:18:41;1.89434703558333;1899-12-31 20:16:04;17300;"";"";"";"";17.7116000994682;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.891;24.061;"";"";"";"";"";"";"";"";"";"";-0.454567641019821;"";"";309.954191921974;"";"";269.48495156709;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:19:11;1.89469442508218;1899-12-31 20:16:34;"";"";"";"";30;17.275621432209;12.1327551641464;12.0000002975464;12;6.0000005364418;6;0;0;6.0000005364418;6;"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.07928466797;1000;"";24.059;"";"";"";"";0;8.80485439300537;8.80000019073486;"";"";"";-0.231657236814499;29.9953231811523;30;310.0048140155;2908.84354305267;"";269.535573660617;15.6250486373901;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-29 07:19:41;1.89504181458102;1899-12-31 20:17:04;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.114;"";"";"";"";"";"";"";"";"";"";-0.459492236375809;"";"";"";"";45.2184944152832;"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:20:11;1.89538920407986;1899-12-31 20:17:34;"";"";"";82.6199340820313;"";17.4118649484634;"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.216;"";"";"";"";"";"";"";"";"";"";"";"";"";310.104342199066;"";"";269.635101844182;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:20:41;1.8957365935787;1899-12-31 20:18:04;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.036;"";"";"";"";"";"";"";"";"";"";"";"";"";310.154964292592;"";"";269.685723937709;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:21:11;1.8960839830787;1899-12-31 20:18:34;"";"";0;"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";24.187;"";"";"";"";"";"";"";0;0;0;"";"";"";"";"";"";"";"";0;0;0;0;0;"";0;0;0;"";""
2020-10-29 07:21:41;1.89643137257755;1899-12-31 20:19:04;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.085;"";"";"";"";"";"";"";"";"";"";-0.510979890823364;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:22:11;1.89677876207639;1899-12-31 20:19:34;"";4070;"";"";"";17.275621432209;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.118;"";"";"";"";"";"";"";"";"";"";-0.288372725248337;"";"";310.304256568107;"";"";269.835016213224;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:22:41;1.89712615157523;1899-12-31 20:20:04;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.068;"";"";"";"";"";"";"";"";"";"";-0.391776949167252;"";"";310.354878661634;"";"";269.88563830675;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:23:11;1.89747354107407;1899-12-31 20:20:34;17300;"";"";"";"";17.3573672495842;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.894;24.148;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:23:41;1.89782093057407;1899-12-31 20:21:04;"";"";"";"";30;17.4118649484634;12.1380907773972;12.0000002975464;12;6.0000005364418;6;0;0;6.0000005364418;6;"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.00439453125;1000;"";24.059;"";"";"";"";0;8.79978847503662;8.80000019073486;"";"";"";"";30.0076313018799;30;310.454406845366;2908.84354305267;"";269.985166490483;15.6250486373901;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-29 07:24:11;1.89816832007292;1899-12-31 20:21:34;"";"";"";"";"";17.3846168299675;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.139;"";"";"";"";"";"";"";"";"";"";-0.403636127710342;"";"";310.505028938726;"";45.2184944152832;270.035788583842;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:24:41;1.89851570957176;1899-12-31 20:22:04;"";"";"";82.4435424804688;"";17.4118649484634;"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.174;"";"";"";"";"";"";"";"";"";"";-0.708123445510864;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:25:11;1.8988630990706;1899-12-31 20:22:34;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.193;"";"";"";"";"";"";"";"";"";"";-0.336618304252625;"";"";310.604557122458;"";"";270.135316767575;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:25:41;1.89921048856944;1899-12-31 20:23:04;"";"";0;"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";23.991;"";"";"";"";"";"";"";0;0;0;"";"";"";310.655179215818;"";"";270.185938860934;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-29 07:26:11;1.89955787806829;1899-12-31 20:23:34;"";"";"";"";"";17.3573672495842;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.145;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:26:41;1.89990526756829;1899-12-31 20:24:04;"";4070;"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.157;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:27:11;1.90025265706713;1899-12-31 20:24:34;"";"";"";"";"";17.3846168299675;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";23.921;"";"";"";"";"";"";"";"";"";"";"";"";"";310.8044714915;"";"";270.335231136616;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:27:41;1.90060004656597;1899-12-31 20:25:04;17300;"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.894;24.137;"";"";"";"";"";"";"";"";"";"";"";"";"";310.855093584859;"";"";270.385853229976;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:28:11;1.90094743606481;1899-12-31 20:25:34;"";"";"";"";30;17.4118649484634;12.1380907773972;12.0000002975464;12;6.0000005364418;6;0;0;6.0000005364418;6;"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";999.979797363281;1000;"";24.155;"";"";"";"";0;8.79518222808838;8.80000019073486;"";"";"";"";30.0014762878418;30;"";2908.84354305267;"";"";15.6250486373901;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-29 07:28:41;1.90129482556366;1899-12-31 20:26:04;"";"";"";"";"";17.7116000994682;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.109;"";"";"";"";"";"";"";"";"";"";"";"";"";310.954621768592;"";45.2184944152832;270.485381413709;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:29:11;1.9016422150625;1899-12-31 20:26:34;"";"";"";82.3965072631836;"";17.5208603462219;"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.16;"";"";"";"";"";"";"";"";"";"";"";"";"";311.005243862118;"";"";270.536003507235;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:29:41;1.9019896045625;1899-12-31 20:27:05;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.075;"";"";"";"";"";"";"";"";"";"";-0.367469638586044;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:30:11;1.90233699406134;1899-12-31 20:27:35;"";"";0;"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";23.939;"";"";"";"";"";"";"";0;0;0;-0.287249565124512;"";"";311.104772045684;"";"";270.635531690801;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-29 07:30:41;1.90268438356019;1899-12-31 20:28:05;"";"";"";"";"";17.3846168299675;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.078;"";"";"";"";"";"";"";"";"";"";"";"";"";311.15539413921;"";"";270.686153784327;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:31:11;1.90303177305903;1899-12-31 20:28:35;"";4070;"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.041;"";"";"";"";"";"";"";"";"";"";-0.408163219690323;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:31:41;1.90337916255787;1899-12-31 20:29:05;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.113;"";"";"";"";"";"";"";"";"";"";-0.45333006978035;"";"";311.255520323996;"";"";270.786279969113;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:32:11;1.90372655205787;1899-12-31 20:29:35;17300;"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.899;24.264;"";"";"";"";"";"";"";"";"";"";-0.318337291479111;"";"";311.305284415946;"";"";270.836044061062;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:32:41;1.90407394155671;1899-12-31 20:30:05;"";"";"";"";30;17.5481084647179;12.1327551641464;12.0000002975464;12;6.0000005364418;6;0;0;6.0000005364418;6;"";"";"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.00506591797;1000;"";24.222;"";"";"";"";0;8.7914981842041;8.80000019073486;"";"";"";-0.689880013465881;30.0076313018799;30;"";2908.84354305267;"";"";15.6250486373901;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-29 07:33:11;1.90442133105556;1899-12-31 20:30:35;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.107;"";"";"";"";"";"";"";"";"";"";-0.163931891322136;"";"";311.404812599511;"";45.2184944152832;270.935572244628;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:33:41;1.90476890110995;1899-12-31 20:31:05;"";"";"";82.4317855834961;"";17.4118649484634;"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.032;"";"";"";"";"";"";"";"";"";"";-0.430617898702621;"";"";311.455434693038;"";"";270.986194338154;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:34:11;1.90511629060995;1899-12-31 20:31:35;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.09;"";"";"";"";"";"";"";"";"";"";-0.497849553823471;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:34:41;1.9054636801088;1899-12-31 20:32:05;"";"";0;"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";24.194;"";"";"";"";"";"";"";0;0;0;-0.185416460037231;"";"";311.55496287677;"";"";271.085722521887;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-29 07:35:11;1.90581106960764;1899-12-31 20:32:35;"";"";"";"";"";17.4118649484634;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24.179;"";"";"";"";"";"";"";"";"";"";-0.458685278892517;"";"";311.60558497013;"";"";271.136344615246;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-29 07:35:41;1.90615845910648;1899-12-31 20:33:05;"";4070;"";"";"";17.4391145288467;"";"";"";"";"";"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";-0.526236236095428;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
